ticker,n_days,cum_ON,cum_ID,sum_logON,sum_logID,diff_log,ann_ON_pct,ann_ID_pct,ann_diff_log,mean_ON_bps,mean_ID_bps,vol_ON,vol_ID,vol_close2close,name,sector,sub_industry,market_cap,beta
TSLA,2626,19.53650420281894,0.35245054518029456,3.0222039954109414,0.3019181655840469,2.7202858298268944,33.645568604905684,2.9396910039873556,0.26104799280897845,14.055403002835181,5.427889455785654,0.3584253879616334,0.46553100203040376,0.586101824452038,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1536616824832,1.798
GNRC,2626,10.558328182001762,-0.19515491987062178,2.447406231851512,-0.21710546712813295,2.664511698979645,26.473362540021633,-2.061865572425718,0.25569571521053713,10.566592403986247,1.9472125014647819,0.24901918292948463,0.3737438948302012,0.4517135968035976,Generac,Industrials,Electrical Components & Equipment,15969895424,1.91
LYB,2626,3.1792011845769563,-0.6981178909247939,1.4301201241057444,-1.197718705121059,2.6278388292268033,14.710256031847907,-10.857788553406081,0.25217646038277014,6.280994710966132,-2.932441126642656,0.20411705132434996,0.2868530994987598,0.3613401851932932,LyondellBasell,Materials,Specialty Chemicals,19867402240,0.328
F,2626,4.060291041090737,-0.6157077835896383,1.6214239996473994,-0.9563520355577442,2.5777760352051438,16.835576196971875,-8.7689451873028,0.2473722623273786,7.177403505794991,-2.0031353687877944,0.22471535316444674,0.28779168605414623,0.37112008163057114,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,60906029056,1.798
BA,2626,3.816159119896774,-0.624724370269504,1.571976747306392,-0.9800945103865533,2.552071257692945,16.282489639115017,-8.97657028272313,0.24490554338866036,7.282300065375928,-1.8252522670531672,0.2558587455020286,0.3094635386445148,0.4118259142370893,Boeing,Industrials,Aerospace & Defense,179106234368,1.198
MCHP,2626,7.133785788924307,-0.3437297156210101,2.0960264718695427,-0.42118255602410387,2.5172090278936468,22.279829391785597,-3.961220983446432,0.24156004380396,9.123323654269052,0.4344332517822356,0.23989604853030824,0.32150248399126236,0.4135680569881378,Microchip Technology,Information Technology,Semiconductors,54390882304,1.725
FRT,2626,2.970977754132957,-0.6777039299546102,1.3790123500515685,-1.1322846837026939,2.5112970337542624,14.149039474098052,-10.296279096201088,0.24099270849431612,5.64517619623718,-3.213528725484241,0.14097803116605942,0.2354446157475416,0.29014567084546405,Federal Realty Investment Trust,Real Estate,Retail REITs,10930857984,0.94
RCL,2626,5.496579975901888,-0.44336544962595453,1.8712758808785768,-0.5858463578426458,2.4571222387212224,19.67075473658928,-5.466870222741385,0.23579390866631686,9.176493959544267,1.03773132579691,0.32415293135177076,0.40610202630197845,0.5303720889673667,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",84305747968,1.784
OKE,2626,7.754685385548731,-0.24401990680979577,2.169589029689351,-0.27974023490828004,2.4493292645976315,23.146095408474768,-2.648771608254721,0.23504606804211847,9.236332809232593,1.0001717725735368,0.2198339842152635,0.32094772038525876,0.40091103841197734,Oneok,Energy,Oil & Gas Storage & Transportation,55386189824,0.714
VLO,2626,6.663963985540616,-0.30887234996494267,2.036529341484843,-0.36943073995257797,2.4059600814374207,21.58365596858012,-3.483078971629963,0.2308842119277342,8.656411710950213,0.7549933394981866,0.21309317835325967,0.33021859635040884,0.4038271300661892,Valero Energy,Energy,Oil & Gas Refining & Marketing,72379146240,0.553
EOG,2626,4.3498953483446625,-0.5165629726783764,1.6770769996595227,-0.7268342159597704,2.403911215619293,17.461223718212093,-6.7372598765871485,0.23068759571060998,7.647635041163843,-0.8900098030970212,0.24667035628524947,0.3082429769032878,0.39243131715979357,EOG Resources,Energy,Oil & Gas Exploration & Production,69484060672,0.256
WDC,2626,12.400431220245741,0.2167544456219736,2.5952868870544346,0.1961870234103682,2.399099863644066,28.28095891134233,1.9005123442292968,0.2302258818119972,11.633496623714272,3.6505839953022203,0.2961644167402834,0.38265063040934727,0.4906143962574018,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",220937797632,2.2
HUBB,2626,7.02120554253213,-0.2597597091090876,2.0820887276059077,-0.30078042807306105,2.3828691556789687,22.116387744919404,-2.8451341349024104,0.2286683272014852,8.476705035432497,-0.023846949373987562,0.16546140571609813,0.23771457203780902,0.2849702698898679,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,25836986368,0.911
PODD,2626,5.558995528253151,-0.3902122283510836,1.8808374705387103,-0.49464429768100504,2.375481768219715,19.780610592573076,-4.635879114178034,0.22795940806982795,8.160390151831075,0.7073815377450591,0.2273657539844087,0.36086343591877956,0.42580796253570646,Insulet Corporation,Health Care,Health Care Equipment,10368921600,1.125
FCX,2626,10.285057274480273,0.06947037257441939,2.423479485531788,0.06716354702890714,2.356315938502881,26.183301076086323,0.6466060471862939,0.22612018907186826,11.27490033347214,3.4851334690359907,0.3203997449590094,0.40369165846335797,0.5236601766822493,Freeport-McMoRan,Materials,Copper,102253625344,1.359
HST,2626,4.056472844300185,-0.505343758113551,1.6206691738918324,-0.7038922184985281,2.3245613923903603,16.82711343930314,-6.531707086948628,0.22307291351194625,6.943420710132118,-1.1553793957504368,0.19874334623805887,0.27774832643906405,0.3412726067963206,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,17410064384,1.127
GM,2626,4.661980559333286,-0.44045036922720443,1.7337737531503068,-0.5806230495828606,2.3143968027331674,18.102050310553125,-5.419473931274509,0.22209748449686145,7.651015629802902,-0.6994291311271021,0.23007698234718535,0.27620229963010207,0.36533759608650923,General Motors,Consumer Discretionary,Automobile Manufacturers,76186206208,1.3
NXPI,2626,5.5591204077078205,-0.35078951840295386,1.8808565097750278,-0.4319982980668515,2.3128548078418794,19.780829440412205,-4.060849441481704,0.22194950935877897,8.349996242769956,0.3026766805939121,0.24519770886345438,0.3147402140585811,0.4075719421080274,NXP Semiconductors,Information Technology,Semiconductors,80400670720,1.788
PSX,2626,4.664395983226309,-0.4378368697729953,1.7342002662404488,-0.5759632039000131,2.310163470140462,18.10688428676319,-5.377170442479522,0.22169123932802604,7.3129135329348705,-0.5794526087287172,0.18846492659700723,0.2850970526362056,0.35075835159786745,Phillips 66,Energy,Oil & Gas Refining & Marketing,68850565120,0.674
MOS,2626,2.225153842554698,-0.6760079420438488,1.1709806522277142,-1.1270362759712584,2.2980169281989724,11.892828016875042,-10.251087964690983,0.22052561534887322,5.489358030974842,-1.4036617178658268,0.22705945988518994,0.3807296913770784,0.45306123461547304,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,7666461696,0.808
BLDR,2626,7.563058953214201,-0.1396769590671732,2.147457480665247,-0.15044733127383247,2.2979048119390795,22.8848328489024,-1.4333723682803425,0.22051485628661385,9.73606508557288,2.716808939743563,0.2708501638969745,0.40887229963862215,0.48184748712931796,Builders FirstSource,Industrials,Building Products,8818833408,1.45
KIM,2626,2.993064587520692,-0.5803505665498092,1.3845590031370172,-0.8683355985073733,2.2528946016443907,14.209814432694795,-7.995111389158574,0.2161955215591723,5.847767700756383,-1.8484395751501004,0.17081502342872318,0.2708067699570832,0.3346362832122408,Kimco Realty,Real Estate,Retail REITs,17486925824,0.981
KMI,2626,4.732715811966841,-0.3971568259585567,1.7461893821353731,-0.5060981922971477,2.252287574432521,18.2428464436986,-4.7406414938759704,0.21613726913823125,7.224389378728264,-0.8168891692098359,0.16974911065357895,0.23624459081821106,0.29776309623371705,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,69792792576,0.539
ERIE,2626,4.233823046161771,-0.42782425195482976,1.6551419950079216,-0.5583090829672948,2.2134510779752166,17.214232754232665,-5.216729287729399,0.2124103852436232,6.56319036561559,-0.6576188560974693,0.11301396492332104,0.2719520839038865,0.2893325129245675,Erie Indemnity,Financials,Insurance Brokers,11913200640,0.307
CCL,2626,1.4476994938658772,-0.7300411677187548,0.89514860134123,-1.309485804641382,2.204634405982612,8.969903270790878,-11.808779232744275,0.21156430704783635,5.953442877792555,-1.223743645323138,0.3619587992503413,0.4326453208897499,0.5679477101870197,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",42849292288,2.331
VRT,1976,16.020202515088656,0.8803849080172312,2.834401021728297,0.6314764941928688,2.202924527535428,43.54411091023827,8.386399296046148,0.2809397676816437,17.108125839942662,7.224576153208453,0.36535441608527075,0.4516201588410668,0.5469285937194333,Vertiv,Industrials,Electrical Components & Equipment,122023682048,2.037
VST,2435,9.996149939184503,0.2181515240644607,2.397545206003458,0.19733456554398027,2.2002106404594777,28.161855460202705,2.0632266234095753,0.22770147079909173,10.87379655006268,3.363651569048067,0.22634904040219037,0.3585585706968398,0.42213320119020536,Vistra Corp.,Utilities,Electric Utilities,51194413056,1.405
PH,2626,8.944362150447832,0.1412175114620507,2.297005772536388,0.1320956850187022,2.164910087517686,24.661089031771485,1.2757042255414497,0.20775222469705135,9.455792177407524,1.6674315023082154,0.18879090524156986,0.24255735839413395,0.3137915710669006,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,117043478528,1.138
BRK-B,2626,4.697200318634646,-0.3438660990221526,1.7399748820065812,-0.4213903935228792,2.1613652755294606,18.17235159159579,-3.9631364387632977,0.2074120523356527,6.895265759717258,-1.1490260886554962,0.11561373303662872,0.1515648322993995,0.19294916002787596,Berkshire Hathaway,Financials,Multi-Sector Holdings,1054119165952,0.617
FITB,2626,4.9195938315477,-0.31764856266764985,1.778267837006311,-0.38221044985581254,2.1604782868621237,18.607401196747162,-3.6013733195903916,0.2073269338496783,7.617702132930251,0.17635058576455082,0.205536926798304,0.2870187447258317,0.36192914058188147,Fifth Third Bancorp,Financials,Regional Banks,49847136256,0.947
APTV,2626,1.9809222448104258,-0.6507847954579487,1.0922327307631403,-1.0520669148934085,2.144299645656549,11.050449586921902,-9.603077552474371,0.2057743757446498,5.334270217929147,-1.9741685607060102,0.2424569800372328,0.3188475188525599,0.4080993388296824,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,14855760896,1.334
ULTA,2626,3.7096657843915652,-0.4454282730002344,1.5496169467827312,-0.5895591261843842,2.1391760729671154,16.03324707481981,-5.500545435078422,0.20528270007148253,7.052967074625712,-0.5522931454748846,0.2395871077584812,0.2921501347574065,0.38364617716454624,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,20368334848,0.86
CFG,2626,4.727463566997937,-0.32162284425475784,1.7452727742598846,-0.3880518687960004,2.133324643055885,18.23244616017124,-3.6553956483369703,0.20472117671366452,7.648635050948872,0.37912409771620775,0.22417967385613716,0.3065660743567038,0.38038581914111436,Citizens Financial Group,Financials,Regional Banks,28878608384,1.021
EME,2626,11.710101101289395,0.5077983101098078,2.5423970396378137,0.4106505140293554,2.1317465256084582,27.631519458757836,4.019421092139173,0.20456973513074314,10.342184820264434,3.0306884211459435,0.18125361816299498,0.2711743568175325,0.32706976746422367,Emcor,Industrials,Construction & Engineering,37651615744,1.124
AES,2626,3.396410595445933,-0.4727977571580948,1.4807884342374389,-0.6401710415504133,2.1209594757878523,15.26937052792086,-5.95840644282645,0.20353457269555933,6.341004189875198,-0.7588992156312204,0.18761207841099983,0.2905021026014427,0.3590217316429455,AES Corporation,Utilities,Independent Power Producers & Energy Traders,10472721408,0.946
NWS,2626,3.448889076188906,-0.4593156959549312,1.492654419211203,-0.6149197119686077,2.1075741311798106,15.400702608298989,-5.730248103269233,0.2022500689479483,6.21013074557867,-1.0516771901914437,0.1624844233494839,0.25487586427206926,0.29715765889973617,News Corp (Class B),Communication Services,Publishing,15901822976,0.893
HAL,2626,2.3238785154744166,-0.5890326297413475,1.2011323286341082,-0.8892414587357115,2.0903737873698196,12.21705413088199,-8.17950641340366,0.20059946474379076,6.144073542132996,-0.8666440306236839,0.2795652456580037,0.35573436231337263,0.4560426861851029,Halliburton,Energy,Oil & Gas Equipment & Services,32171165696,0.704
BG,2626,3.4977738574942983,-0.44381262336746563,1.5035825760380823,-0.586650033174211,2.0902326092122934,15.521787214543117,-5.474160662852294,0.200585916801789,6.189030874982057,-0.8484507890216771,0.15236491450534045,0.26445618179668534,0.3145542095002104,Bunge Global,Consumer Staples,Agricultural Products & Services,23825424384,0.617
ALB,2626,4.320265175098839,-0.3415578045910519,1.6715231470547258,-0.4178785438706435,2.0894016909253694,17.39863746359109,-3.9307656796017443,0.20050617902254117,7.749093434662873,1.3586595180917043,0.2639506268222219,0.3855767210219036,0.47827288482918395,Albemarle Corporation,Materials,Specialty Chemicals,19821277184,1.309
NOW,2626,6.100400436175501,-0.11648023154875048,1.960151181918218,-0.12384161231566077,2.083992794233879,20.695765087660817,-1.1813928454190186,0.19998712267590918,8.828174498070595,1.6708094433172647,0.26087672858680433,0.3283817898124876,0.41373900090579974,ServiceNow,Information Technology,Systems Software,109710548992,0.927
BXP,2626,1.5275941994625177,-0.676024363765192,0.927267941035007,-1.1270869628233775,2.0543549038583846,9.30629745122716,-10.251524509949817,0.19714296868709558,4.041841018589802,-2.915089541099093,0.1605830902244324,0.2633249621522281,0.3168337620884114,"BXP, Inc.",Real Estate,Office REITs,11967371264,1.062
MPC,2626,6.2530725541846754,-0.06281778191737128,1.9814251796656799,-0.06487754597852802,2.0463027256442077,20.942420328246413,-0.6206532065942197,0.19637025394605495,8.612872847783262,2.0400523061788074,0.23033025214636357,0.3390692754470801,0.40702902364065674,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,73471696896,0.522
HBAN,2626,3.400837772492644,-0.4276173212294272,1.4817949256391327,-0.5579474924659993,2.0397424181051322,15.280504516803548,-5.213440301476455,0.19574070425075907,6.451286380336317,-0.605513192567418,0.20168966183913473,0.2763718517307704,0.3433415094189051,Huntington Bancshares,Financials,Regional Banks,35829530624,0.969
EXE,1341,3.3922036320894247,-0.4281321223922824,1.4798310674515234,-0.5588472974863588,2.038678364937882,32.06038044916277,-9.969193887909974,0.3831073437467161,11.72503930877826,-2.2247810844383276,0.18586295474091985,0.31244259035132843,0.34673448843882765,Expand Energy,Energy,Oil & Gas Exploration & Production,21293760512,0.322
LULU,2626,3.0320360152694255,-0.47249370318324163,1.3942714630876627,-0.6395944766097812,2.033865939697444,14.316312295337019,-5.9532030568283485,0.1951767771529916,6.823703157053812,-0.5883518222619228,0.27450272134899667,0.3050696135143228,0.4025401893703301,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",13657129984,0.861
DRI,2626,4.870747623854424,-0.22224954290283483,1.769981989248602,-0.25134955548721827,2.02133154473582,18.513129373198172,-2.38317973285156,0.19397393346284336,7.493030386147517,0.606613057620117,0.1951996000406177,0.28125442696235725,0.3542220478789886,Darden Restaurants,Consumer Discretionary,Restaurants,24292874240,0.587
TROW,2626,3.1324402565830187,-0.4466457745500777,1.4188680936413327,-0.5917569301752201,2.010625023816553,14.586460629253459,-5.520474103488068,0.1929464988582526,5.95984813520546,-1.0756650012155151,0.16680045423399842,0.24403335068774423,0.2976500773585927,T. Rowe Price,Financials,Asset Management & Custody Banks,23615393792,1.519
CINF,2626,4.336475638833081,-0.27594543201109056,1.6745654423531393,-0.32288851928618034,1.9974539616393197,17.43291689733568,-3.0510363467584916,0.19168255839036882,6.779044437269246,-0.16923729065687687,0.14222748319797968,0.23105189482719588,0.2841764641224994,Cincinnati Financial,Financials,Property & Casualty Insurance,26118856704,0.584
COP,2626,3.898316280555118,-0.3311013732639726,1.5888915298537614,-0.40212275987822965,1.9910142897319911,16.471392737295425,-3.7854011223065145,0.19106458530558332,7.170670927023931,0.23119272251147815,0.23482641809136656,0.29849405603586315,0.3837939238580815,ConocoPhillips,Energy,Oil & Gas Exploration & Production,135468204032,0.106
CVX,2626,3.7349550818321875,-0.3373407221614013,1.5549722401795685,-0.41149433063885044,1.9664665708184188,16.092893323297744,-3.8718907264413223,0.1887089016931613,6.566741979315299,-0.620478462901998,0.17973569811782736,0.21781135159036874,0.2921802480012379,Chevron Corporation,Energy,Integrated Oil & Gas,354643804160,0.472
SNA,2626,3.6186090952408207,-0.3531895140108475,1.5300935981293091,-0.43570193930615897,1.965795537435468,15.81605908437389,-4.0949415156242885,0.1886445070197022,6.241643432823326,-0.7174832510812074,0.14397758477600997,0.21774263120696125,0.2706447465934975,Snap-on,Industrials,Industrial Machinery & Supplies & Components,20360742912,0.736
GE,2626,3.352908937688807,-0.3892449267478293,1.4708443429139022,-0.49305926228497476,1.963903605198877,15.15942498095183,-4.621372608131332,0.1884629506893058,6.623266519888767,-0.2536160462054205,0.22839402484410656,0.2861933160858161,0.3582301446577218,GE Aerospace,Industrials,Aerospace & Defense,362022993920,1.375
RTX,2626,4.1963819283736274,-0.2504151844759498,1.6479626004129768,-0.28823580503464036,1.9361984054476171,17.133504716737846,-2.7281062315063718,0.1858042643460775,6.858170147261622,-0.17189350233373024,0.17058922434401502,0.21612926284254264,0.274319540118029,RTX Corporation,Industrials,Aerospace & Defense,247720656896,0.306
DOW,1819,1.5646133195774317,-0.6246009847854805,0.9418077146570262,-0.9797657781296012,1.9215734927866275,13.937040681818472,-12.692555891073082,0.2662102914690655,6.313582074505686,-3.5992723522285965,0.23992505160537625,0.30036566699791567,0.3868725379275416,Dow Inc.,Materials,Commodity Chemicals,23287156736,0.405
PNR,2626,3.2718750604011113,-0.3622672776577292,1.4520528550694278,-0.4498360139112519,1.9018888689806797,14.951945595856428,-4.224934590744679,0.18251180311619622,6.091301695568903,-0.599669108502549,0.16767551894269883,0.23705627440862584,0.2937224060380929,Pentair,Industrials,Industrial Machinery & Supplies & Components,12347470848,1.046
VMC,2626,3.8258258093031596,-0.2690993553681614,1.573981872333268,-0.313477745526227,1.887459617859495,16.30486671744462,-2.9634431369340954,0.18112712250593782,6.577417129992033,0.08119802626881739,0.1717237434904468,0.25381068644460736,0.302632615941638,Vulcan Materials Company,Materials,Construction Materials,38664364032,1.06
FIX,2626,21.525730670116985,2.44045758357182,3.114658241153289,1.2356044810193136,1.8790537601339752,34.836578161324425,12.588890288900826,0.18032046746144775,12.863596666824533,7.0285632576099335,0.22553309342297645,0.34180048790250267,0.4210625527344098,Comfort Systems USA,Industrials,Construction & Engineering,68885282816,1.67
SLB,2626,1.648225312348198,-0.5930942132785856,0.9738897221997926,-0.899173602592662,1.8730633247924546,9.796427964182094,-8.266980918035285,0.17974560466401318,4.878929769158317,-1.4720651265947018,0.24021935413414253,0.3140059193583934,0.4003801097779355,Schlumberger,Energy,Oil & Gas Equipment & Services,83177529344,0.708
SATS,2626,3.8192927701626482,-0.23312341309929588,1.5726271891148529,-0.2654293942109306,1.8380565833257836,16.289748059930538,-2.5149856146244858,0.17638623724223057,8.024363280698944,2.1677684287367245,0.35746633567553443,0.4029822728663592,0.5348163013145308,EchoStar,Communication Services,Wireless Telecommunication Services,33032943616,0.963
TEL,2626,4.099885542940174,-0.18745533095765343,1.629218096917692,-0.20758438900655185,1.8368024859242438,16.922995868488165,-1.9723410130937369,0.1762658897383509,6.833992089220934,0.21855552038412956,0.176114313016313,0.22537866526643846,0.2819950456997659,TE Connectivity,Information Technology,Electronic Manufacturing Services,63499014144,1.163
LUV,2626,1.837809071826905,-0.547805305517296,1.0430323008675946,-0.793642451885769,1.8366747527533636,10.527367084424059,-7.333268543559564,0.17625363202355204,5.087391033307292,-1.1500982020786796,0.23844644363654616,0.30730172513110066,0.37395137956351854,Southwest Airlines,Industrials,Passenger Airlines,23065231360,1.156
LHX,2626,4.158460671388543,-0.1743472226975202,1.6406382154890138,-0.1915809603017975,1.8322191757908113,17.051203643445106,-1.8216799543544497,0.17582605951991032,6.602329452673914,0.2289504176955846,0.13289430024577906,0.21989292379871306,0.254668064063371,L3Harris,Industrials,Aerospace & Defense,57097535488,0.746
HAS,2626,2.3273633871892465,-0.4621010257534752,1.202180214753637,-0.6200845166641844,1.8222647314178213,12.22833910601826,-5.776959673429915,0.17487079676972236,5.4124960605507795,-0.9981609550014691,0.2046409753728628,0.2625821203344486,0.3354546969845127,Hasbro,Consumer Discretionary,Leisure Products,12081889280,0.476
MRNA,1888,3.1026417256364294,-0.3290449567152924,1.4116310895490674,-0.39905314383072366,1.810684233379791,20.733670268624955,-5.186980464300266,0.24168031081128566,10.98590723558215,5.6481839458589045,0.4254410252587417,0.6248371260232598,0.7194625219413461,Moderna,Health Care,Biotechnology,20263874560,1.03
PWR,2626,13.921209241496092,1.453955578913921,2.702783639849021,0.8977012446228159,1.8050823952262052,29.6111233295864,8.99659985556098,0.17322192063861527,10.970916078913731,4.9489468351483055,0.18434879266500223,0.27778824540813235,0.3355737053431037,Quanta Services,Industrials,Construction & Engineering,108497993728,1.215
COHR,2626,10.907856157241051,0.9796082489432301,2.477198363574446,0.6828989710616696,1.7942993925127766,26.835461623872487,6.772833066292125,0.17218714657776835,11.843544988579268,6.646202801000011,0.3483281365352468,0.4528207756964724,0.5592420084853493,Coherent Corp.,Information Technology,Electronic Components,80654270464,2.054
VTRS,2626,0.48932152302478293,-0.7428109516475688,0.3983206625777581,-1.3579438678034998,1.7562645303812578,3.896416538536519,-12.217934209065243,0.16853719027268735,2.331654834919405,-3.1948704953183573,0.20207483744071622,0.31417395879223287,0.37182022070667353,Viatris,Health Care,Pharmaceuticals,19186006016,0.901
